100000000A,國民大會
376480303I,南投縣政府衛生局
376480304I,南投縣慢性病防治所
376480306I,南投縣政府環境保護局
376480341I,南投縣南投市衛生所
376480342I,南投縣埔里鎮衛生所
376480343I,南投縣草屯鎮衛生所
376480344I,南投縣竹山鎮衛生所
376480345I,南投縣集集鎮衛生所
376480346I,南投縣名間鄉衛生所
376480347I,南投縣鹿谷鄉衛生所
376480348I,南投縣中寮鄉衛生所
376480349I,南投縣魚池鄉衛生所
376480350I,南投縣國姓鄉衛生所
376480351I,南投縣水里鄉衛生所
376480352I,南投縣信義鄉衛生所
376480353I,南投縣仁愛鄉衛生所
376480400A,南投縣南投地政事務所
376480500A,南投縣埔里地政事務所
376480600A,南投縣草屯地政事務所
376480700A,南投縣竹山地政事務所
376480800A,南投縣水里地政事務所
376481300D,南投縣政府稅務局
376481501A,南投縣南投市戶政事務所
376481502A,南投縣埔里鎮戶政事務所
376481503A,南投縣草屯鎮戶政事務所
376481504A,南投縣竹山鎮戶政事務所
376481505A,南投縣集集鎮戶政事務所
376481506A,南投縣名間鄉戶政事務所
376481507A,南投縣鹿谷鄉戶政事務所
376481508A,南投縣中寮鄉戶政事務所
376481509A,南投縣魚池鄉戶政事務所
376481510A,南投縣國姓鄉戶政事務所
376481511A,南投縣水里鄉戶政事務所
376481512A,南投縣信義鄉戶政事務所
376481513A,南投縣仁愛鄉戶政事務所
376481800C,南投縣政府警察局
376481801C,南投縣政府警察局保安警察隊
376481803C,南投縣政府警察局交通警察隊
376481804C,南投縣政府警察局少年警察隊
376481805C,南投縣政府警察局婦幼警察隊
376481806C,南投縣政府警察局民防管制中心
376481807C,南投縣政府警察局南投分局
376481808C,南投縣政府警察局中興分局
376481809C,南投縣政府警察局埔里分局
376481810C,南投縣政府警察局草屯分局
376481811C,南投縣政府警察局竹山分局
376481812C,南投縣政府警察局集集分局
376481813C,南投縣政府警察局信義分局
376481814C,南投縣政府警察局仁愛分局
376481841C,南投縣政府警察局刑事警察大隊
376481900C,南投縣政府消防局
376482200I,南投縣家畜疾病防治所
376482500E,南投縣政府文化局
376482700E,南投縣家庭教育中心
376482800A,南投縣政府原住民族行政局
376485100A,南投縣南投市公所
376485106A,南投縣南投市市場管理所
376485111I,南投縣南投市清潔隊
376485121E,南投縣南投市立圖書館
376485180J,南投縣南投市立托兒所
376485200A,南投縣埔里鎮公所
376485207A,南投縣埔里鎮市場管理所
376485211I,南投縣埔里鎮清潔隊
376485221E,南投縣埔里鎮立圖書館
376485280J,南投縣埔里鎮立托兒所
376485300A,南投縣草屯鎮公所
376485307A,南投縣草屯鎮市場管理所
376485311I,南投縣草屯鎮清潔隊
376485321E,南投縣草屯鎮立圖書館
376485380J,南投縣草屯鎮立托兒所
376485400A,南投縣竹山鎮公所
376485405A,南投縣竹山鎮第一公有零售市場
376485406A,南投縣竹山鎮中山公有零售市場
376485411I,南投縣竹山鎮清潔隊
376485421E,南投縣竹山鎮立圖書館
376485480J,南投縣竹山鎮立托兒所
376485500A,南投縣集集鎮公所
376485511I,南投縣集集鎮清潔隊
376485580J,南投縣集集鎮立托兒所
376485600A,南投縣名間鄉公所
376485606A,南投縣名間鄉公有零售市場
376485611I,南投縣名間鄉清潔隊
376485621E,南投縣名間鄉立圖書館
376485680J,南投縣名間鄉立托兒所
376485700A,南投縣鹿谷鄉公所
376485711I,南投縣鹿谷鄉清潔隊
376485721E,南投縣鹿谷鄉立圖書館
376485770H,南投縣鹿谷鄉觀光服務所
376485780J,南投縣鹿谷鄉立托兒所
376485800A,南投縣中寮鄉公所
376485811I,南投縣中寮鄉清潔隊
376485821E,南投縣中寮鄉立圖書館
376485880J,南投縣中寮鄉立托兒所
376485900A,南投縣魚池鄉公所
376485921E,南投縣魚池鄉立圖書館
376486000A,南投縣國姓鄉公所
376486011I,南投縣國姓鄉鄉立清潔隊
376486021E,南投縣國姓鄉立圖書館
376486080J,南投縣國姓鄉立托兒所
376486100A,南投縣水里鄉公所
376486105A,南投縣水里鄉第一公有零售市場
376486111I,南投縣水里鄉清潔隊
376486121E,南投縣水里鄉立圖書館
376486180J,南投縣水里鄉立托兒所
376486200A,南投縣信義鄉公所
376486211I,南投縣信義鄉清潔隊
376486222E,南投縣信義鄉立圖書館
376486270H,南投縣信義鄉觀光服務所
376486280J,南投縣信義鄉立托兒所
376486300A,南投縣仁愛鄉公所
376486311I,南投縣仁愛鄉清潔隊
376486321E,南投縣仁愛鄉立圖書館
376486380J,南投縣仁愛鄉立托兒所
376486391G,南投縣仁愛鄉道路養護隊
376490000A,雲林縣政府
376490200C,雲林縣警察局
376490241C,雲林縣警察局刑事警察大隊
376490251C,雲林縣警察局保安警察隊
376490253C,雲林縣警察局交通警察隊
376490255C,雲林縣警察局少年警察隊
376490257C,雲林縣警察局婦幼警察隊
376490261C,雲林縣警察局斗六分局
376490262C,雲林縣警察局斗南分局
376490263C,雲林縣警察局虎尾分局
376490264C,雲林縣警察局西螺分局
376490265C,雲林縣警察局北港分局
376490266C,雲林縣警察局臺西分局
376490296C,雲林縣警察局民防管制中心
376490300I,雲林縣衛生局
376490302I,雲林縣立慢性病防治所
376490305I,雲林縣環境保護局
376490341I,雲林縣斗六市衛生所
376490342I,雲林縣斗南鎮衛生所
376490343I,雲林縣虎尾鎮衛生所
376490344I,雲林縣西螺鎮衛生所
376490345I,雲林縣土庫鎮衛生所
376490346I,雲林縣北港鎮衛生所
376490347I,雲林縣古坑鄉衛生所
376490348I,雲林縣大埤鄉衛生所
376490349I,雲林縣莿桐鄉衛生所
376490350I,雲林縣林內鄉衛生所
376490351I,雲林縣二崙鄉衛生所
376490352I,雲林縣崙背鄉衛生所
376490353I,雲林縣麥寮鄉衛生所
376490354I,雲林縣東勢鄉衛生所
376490355I,雲林縣褒忠鄉衛生所
376490356I,雲林縣臺西鄉衛生所
376490357I,雲林縣元長鄉衛生所
376490358I,雲林縣四湖鄉衛生所
376490359I,雲林縣口湖鄉衛生所
376490360I,雲林縣水林鄉衛生所
376490400A,雲林縣斗六地政事務所
376490500A,雲林縣斗南地政事務所
376490600A,雲林縣虎尾地政事務所
376490700A,雲林縣西螺地政事務所
376490800A,雲林縣北港地政事務所
376490900A,雲林縣臺西地政事務所
376491300D,雲林縣稅務局
376491501A,雲林縣斗六市戶政事務所
376491502A,雲林縣莿桐鄉戶政事務所
376491503A,雲林縣林內鄉戶政事務所
376491504A,雲林縣斗南鎮戶政事務所
376491505A,雲林縣古坑鄉戶政事務所
376491506A,雲林縣大埤鄉戶政事務所
376491507A,雲林縣虎尾鎮戶政事務所
376491508A,雲林縣褒忠鄉戶政事務所
376491509A,雲林縣土庫鎮戶政事務所
376491510A,雲林縣元長鄉戶政事務所
376491511A,雲林縣西螺鎮戶政事務所
376491512A,雲林縣二崙鄉戶政事務所
376491513A,雲林縣崙背鄉戶政事務所
376491514A,雲林縣北港鎮戶政事務所
376491515A,雲林縣口湖鄉戶政事務所
376491516A,雲林縣水林鄉戶政事務所
376491517A,雲林縣臺西鄉戶政事務所
376491518A,雲林縣四湖鄉戶政事務所
376491519A,雲林縣東勢鄉戶政事務所
376491520A,雲林縣麥寮鄉戶政事務所
376492000C,雲林縣消防局
376492300E,雲林縣立體育場
376492700G,雲林縣採購中心
376492800I,雲林縣動植物防疫所
376493200E,雲林縣家庭教育中心
376495100A,雲林縣斗六市公所
376495105A,雲林縣斗六鎮第一公有零售市場
376495106A,雲林縣斗六鎮第二公有零售市場
376495111I,雲林縣斗六市清潔隊
376495121E,雲林縣斗六市立圖書館
376495180J,雲林縣斗六市立托兒所
376495200A,雲林縣斗南鎮公所
376495206A,雲林縣斗南鎮第二公有零售市場
376495207A,雲林縣斗南鎮第三公有零售市場
376495211I,雲林縣斗南鎮清潔隊
376495221E,雲林縣斗南鎮立圖書館
376495280J,雲林縣斗南鎮立托兒所
376495300A,雲林縣虎尾鎮公所
376495305A,雲林縣虎尾鎮第一公有零售市場
376495306A,雲林縣虎尾鎮第二公有零售市場
376495307A,雲林縣虎尾鎮第三公有零售市場
376495311I,雲林縣虎尾鎮清潔隊
376495321E,雲林縣虎尾鎮立圖書館
376495351J,雲林縣虎尾鎮立殯儀館暨火葬場管理所
376495380J,雲林縣虎尾鎮立托兒所
376495391G,雲林縣虎尾鎮公園路燈管理所
376495400A,雲林縣西螺鎮公所
376495405A,雲林縣西螺鎮第一公有零售市場
376495406A,雲林縣西螺鎮第二公有零售市場
376495411I,雲林縣西螺鎮清潔隊
376495421E,雲林縣西螺鎮立圖書館
376495480J,雲林縣西螺鎮立托兒所
376495500A,雲林縣土庫鎮公所
376495505A,雲林縣土庫鎮土庫公有零售市場
376495506A,雲林縣土庫鎮馬光公有零售市場
376495511I,雲林縣土庫鎮清潔隊
376495521E,雲林縣土庫鎮立圖書館
376495580J,雲林縣土庫鎮立托兒所
376495600A,雲林縣北港鎮公所
376495605A,雲林縣北港鎮第一公有零售市場
376495606A,雲林縣北港鎮第二公有零售市場
376495607A,雲林縣北港鎮第三公有零售市場
376495608A,雲林縣北港鎮第四公有零售市場
376495611I,雲林縣北港鎮清潔隊
376495621E,雲林縣北港鎮立圖書館
376495680J,雲林縣北港鎮立托兒所
376495700A,雲林縣古坑鄉公所
376495706A,雲林縣古坑鄉公有零售市場
376495711I,雲林縣古坑鄉清潔隊
376495721E,雲林縣古坑鄉立圖書館
376495780J,雲林縣古坑鄉立托兒所
376495800A,雲林縣大埤鄉公所
376495811I,雲林縣大埤鄉清潔隊
376495821E,雲林縣大埤鄉立圖書館
376495880J,雲林縣大埤鄉立托兒所
376495900A,雲林縣莿桐鄉公所
376495905A,雲林縣莿桐鄉莿桐公有零售市場
376495911I,雲林縣莿桐鄉清潔隊
376495921E,雲林縣莿桐鄉立圖書館
376495980J,雲林縣莿桐鄉立托兒所
376496000A,雲林縣林內鄉公所
376496005A,雲林縣林內鄉林內公有零售市場
376496011I,雲林縣林內鄉清潔隊
376496021E,雲林縣林內鄉立圖書館
376496080J,雲林縣林內鄉立托兒所
376496100A,雲林縣二崙鄉公所
376496105A,雲林縣二崙鄉二崙公有零售市場
376496106A,雲林縣二崙鄉油車公有零售市場
376496111I,雲林縣二崙鄉清潔隊
376496180J,雲林縣二崙鄉立托兒所
376496200A,雲林縣崙背鄉公所
376496205A,雲林縣崙背鄉崙背公有零售市場
376496211I,雲林縣崙背鄉清潔隊
376496221E,雲林縣崙背鄉立圖書館
376496280J,雲林縣崙背鄉立托兒所
376496300A,雲林縣麥寮鄉公所
376496307A,雲林縣麥寮鄉公有零售市場
376496311I,雲林縣麥寮鄉清潔隊
376496321E,雲林縣麥寮鄉立圖書館
376496380J,雲林縣麥寮鄉立托兒所
376496400A,雲林縣東勢鄉公所
376496405A,雲林縣東勢鄉東勢公有零售市場
376496411I,雲林縣東勢鄉清潔隊
376496421E,雲林縣東勢鄉立圖書館
376496480J,雲林縣東勢鄉立托兒所
376496500A,雲林縣褒忠鄉公所
376496505A,雲林縣褒忠鄉褒忠公有零售市場
376496511I,雲林縣褒忠鄉清潔隊
376496580J,雲林縣褒忠鄉立托兒所
376496600A,雲林縣臺西鄉公所
376496605A,雲林縣臺西鄉臺西公有零售市場
376496611I,雲林縣臺西鄉清潔隊
376496680J,雲林縣臺西鄉立托兒所
376496700A,雲林縣元長鄉公所
376496705A,雲林縣元長鄉元長公有零售市場
376496711I,雲林縣元長鄉清潔隊
376496721E,雲林縣元長鄉立圖書館
376496780J,雲林縣元長鄉立托兒所
376496800A,雲林縣四湖鄉公所
376496805A,雲林縣四湖鄉四湖公有零售市場
376496811I,雲林縣四湖鄉清潔隊
376496821E,雲林縣四湖鄉立圖書館
376496880J,雲林縣四湖鄉立托兒所
376496900A,雲林縣口湖鄉公所
376496911I,雲林縣口湖鄉清潔隊
376496921E,雲林縣口湖鄉立鄭豐喜紀念圖書館
376496980J,雲林縣口湖鄉立托兒所
376497000A,雲林縣水林鄉公所
376497005A,雲林縣水林鄉水林公有零售市場
376497011I,雲林縣水林鄉清潔隊
376497021E,雲林縣水林鄉立圖書館
376497080J,雲林縣水林鄉立托兒所
376500000A,嘉義縣政府
376500200C,嘉義縣警察局
376500241C,嘉義縣警察局刑事警察大隊
376500251C,嘉義縣警察局保安警察隊
376500253C,嘉義縣警察局交通警察隊
376500255C,嘉義縣警察局少年警察隊
376500257C,嘉義縣警察局婦幼警察隊
376500261C,嘉義縣警察局朴子分局
376500262C,嘉義縣警察局布袋分局
376500263C,嘉義縣警察局民雄分局
376500264C,嘉義縣警察局水上分局
376500265C,嘉義縣警察局中埔分局
376500266C,嘉義縣警察局竹崎分局
376500296C,嘉義縣警察局民防管制中心
376500300I,嘉義縣衛生局
376500301I,嘉義縣立慢性病防治所
376500305I,嘉義縣環境保護局
376500343I,嘉義縣布袋鎮衛生所
376500344I,嘉義縣大林鎮衛生所
376500345I,嘉義縣民雄鄉衛生所
376500346I,嘉義縣溪口鄉衛生所
376500347I,嘉義縣新港鄉衛生所
376500348I,嘉義縣六腳鄉衛生所
376500349I,嘉義縣東石鄉衛生所
376500350I,嘉義縣義竹鄉衛生所
376500351I,嘉義縣鹿草鄉衛生所
376500352I,嘉義縣水上鄉衛生所
376500353I,嘉義縣中埔鄉衛生所
376500354I,嘉義縣竹崎鄉衛生所
376500355I,嘉義縣梅山鄉衛生所
376500356I,嘉義縣番路鄉衛生所
376500357I,嘉義縣大埔鄉衛生所
376500360I,嘉義縣阿里山鄉衛生所
376500361I,嘉義縣太保市衛生所
376500362I,嘉義縣朴子市衛生所
376500400A,嘉義縣朴子地政事務所
376500500A,嘉義縣大林地政事務所
376500600A,嘉義縣水上地政事務所
376500700A,嘉義縣竹崎地政事務所
376501300D,嘉義縣財政稅務局
376501501A,嘉義縣民雄鄉戶政事務所
376501502A,嘉義縣大林鎮戶政事務所
376501503A,嘉義縣新港鄉戶政事務所
376501504A,嘉義縣溪口鄉戶政事務所
376501506A,嘉義縣東石鄉戶政事務所
376501507A,嘉義縣六腳鄉戶政事務所
376501508A,嘉義縣布袋鎮戶政事務所
376501509A,嘉義縣義竹鄉戶政事務所
376501510A,嘉義縣水上鄉戶政事務所
376501511A,嘉義縣太保市戶政事務所
376501512A,嘉義縣鹿草鄉戶政事務所
376501513A,嘉義縣中埔鄉戶政事務所
376501514A,嘉義縣番路鄉戶政事務所
376501515A,嘉義縣大埔鄉戶政事務所
376501516A,嘉義縣竹崎鄉戶政事務所
376501517A,嘉義縣梅山鄉戶政事務所
376501518A,嘉義縣阿里山鄉戶政事務所
376501519A,嘉義縣朴子市戶政事務所
376502000C,嘉義縣消防局
376502200I,嘉義縣家畜疾病防治所
376502600H,嘉義縣交通局
376502800A,嘉義縣人力發展所
376502900E,嘉義縣表演藝術中心
376503200E,嘉義縣家庭教育中心
376503300J,嘉義縣社會局
376503400H,嘉義縣文化觀光局
376504100M,嘉義縣公共汽車管理處
376505300A,嘉義縣布袋鎮公所
376505380J,嘉義縣布袋鎮立托兒所
376505400A,嘉義縣大林鎮公所
376505411I,嘉義縣大林鎮清潔隊
376505421E,嘉義縣大林鎮立圖書館
376505480J,嘉義縣大林鎮立托兒所
376505500A,嘉義縣民雄鄉公所
376505511I,嘉義縣民雄鄉清潔隊
376505522E,嘉義縣民雄鄉立圖書館
376505580J,嘉義縣民雄鄉立托兒所
376505600A,嘉義縣溪口鄉公所
376505611I,嘉義縣溪口鄉清潔隊
376505621E,嘉義縣溪口鄉立藝耀圖書館
376505661J,嘉義縣溪口鄉公墓公園管理所
376505680J,嘉義縣溪口鄉立托兒所
376505700A,嘉義縣新港鄉公所
376505705A,嘉義縣新港鄉第一公有零售市場
376505711I,嘉義縣新港鄉清潔隊
376505721E,嘉義縣新港鄉立圖書館
376505780J,嘉義縣新港鄉立托兒所
376505800A,嘉義縣六腳鄉公所
376505811I,嘉義縣六腳鄉清潔隊
376505880J,嘉義縣六腳鄉立托兒所
376505900A,嘉義縣東石鄉公所
376505911I,嘉義縣東石鄉清潔隊
376505921E,嘉義縣東石鄉立圖書館
376505980J,嘉義縣東石鄉立托兒所
376506000A,嘉義縣義竹鄉公所
376506005A,嘉義縣義竹鄉六桂公有零售市場
376506011I,嘉義縣義竹鄉清潔隊
376506100A,嘉義縣鹿草鄉公所
376506105A,嘉義縣鹿草鄉第一公有零售市場
376506121E,嘉義縣鹿草鄉立圖書館
376506151J,嘉義縣鹿草鄉立殯儀館
376506200A,嘉義縣水上鄉公所
376506205A,嘉義縣水上鄉水上公有零售市場
376506211I,嘉義縣水上鄉清潔隊
376506221E,嘉義縣水上鄉立圖書館
376506280J,嘉義縣水上鄉立托兒所
376506300A,嘉義縣中埔鄉公所
376506311I,嘉義縣中埔鄉清潔隊
376506321E,嘉義縣中埔鄉立圖書館
